transaction_id,transaction_date,user_id,status,total_amount,payment_method_id
303907,2021-03-10 16:02:30 UTC,20924,Completed,2290000,2
302550,2020-11-21 06:28:02 UTC,20986,Completed,2226000,2
302928,2020-12-24 13:21:33 UTC,20926,Completed,2226000,2
202715,2020-07-01 14:15:22 UTC,20758,Completed,850000,2
202744,2020-07-07 10:22:20 UTC,10489,Completed,850000,2
202791,2020-07-21 06:42:05 UTC,20598,Completed,850000,2
202837,2020-08-02 08:50:56 UTC,20615,Completed,850000,2
202850,2020-08-07 10:07:26 UTC,10468,Completed,850000,2
202948,2020-08-29 09:32:50 UTC,20801,Completed,850000,2
304283,2021-04-06 12:23:36 UTC,10508,Completed,850000,2
304291,2021-04-09 13:12:57 UTC,20676,Completed,850000,2
304499,2021-06-03 17:16:31 UTC,20686,Completed,850000,2
304559,2021-06-19 09:18:00 UTC,10531,Completed,850000,2
305527,2021-08-02 21:48:56 UTC,10431,Completed,850000,2
306853,2021-10-05 07:27:22 UTC,10535,Completed,850000,2
306912,2021-10-16 22:24:46 UTC,20549,Completed,850000,2
307074,2021-11-20 07:56:06 UTC,20674,Completed,850000,2
307171,2021-12-13 16:26:51 UTC,20721,Completed,850000,2
302375,2020-11-06 18:42:22 UTC,10579,Completed,3015000,2
201056,2020-02-13 11:54:45 UTC,10303,Completed,135000,2
301033,2020-10-08 20:13:51 UTC,20199,Completed,135000,2
304103,2021-05-03 22:00:19 UTC,20482,Completed,135000,2
301598,2020-10-30 09:41:00 UTC,10549,Completed,1255000,2
308117,2021-01-05 09:51:42 UTC,20927,Cancelled,2503000,2
203099,2020-07-04 18:50:18 UTC,20886,Completed,1325400,2
203188,2020-07-18 07:36:34 UTC,10561,Completed,1325400,2
203304,2020-07-30 22:25:31 UTC,20845,Completed,1325400,2
304732,2021-04-26 07:35:07 UTC,21000,Completed,1325400,2
305779,2021-07-02 07:15:39 UTC,10575,Completed,1325400,2
305922,2021-07-21 08:54:39 UTC,10645,Completed,1325400,2
305962,2021-07-27 17:46:42 UTC,10664,Completed,1325400,2
307586,2021-11-22 16:41:55 UTC,20978,Completed,1325400,2
308132,2021-02-06 11:42:35 UTC,20844,Cancelled,3303000,2
201323,2020-01-06 21:01:55 UTC,10593,Completed,3245400,2
201413,2020-02-03 13:07:57 UTC,10567,Completed,1895000,2
305773,2021-07-01 08:23:23 UTC,10652,Completed,3740000,2
201499,2020-02-21 12:30:38 UTC,20936,Completed,2300000,2
202427,2020-06-14 07:13:56 UTC,20903,Completed,1980000,2
203333,2020-08-04 10:52:31 UTC,20855,Completed,1660000,2
203410,2020-08-15 06:16:49 UTC,10589,Completed,1660000,2
203573,2020-09-06 19:50:52 UTC,20876,Completed,1660000,2
203597,2020-09-10 18:56:39 UTC,20862,Completed,1660000,2
203629,2020-09-14 11:47:08 UTC,20894,Completed,1660000,2
304859,2021-05-17 07:03:06 UTC,20925,Completed,1660000,2
305076,2021-06-21 12:39:44 UTC,10637,Completed,1660000,2
305789,2021-07-04 09:01:21 UTC,20969,Completed,1660000,2
306034,2021-08-06 22:58:52 UTC,20882,Completed,1660000,2
308545,2021-10-06 16:28:09 UTC,10666,Cancelled,1660000,2
307327,2021-10-12 17:11:51 UTC,20915,Completed,1660000,2
307522,2021-11-12 09:23:54 UTC,20990,Completed,1660000,2
307576,2021-11-20 12:24:27 UTC,20916,Completed,1660000,2
307718,2021-12-18 08:30:00 UTC,20876,Completed,1660000,2
201753,2020-05-19 18:27:42 UTC,10268,Completed,220000,2
307831,2020-10-25 06:47:05 UTC,10047,Cancelled,220000,2
301404,2020-12-28 22:49:14 UTC,20090,Completed,220000,2
303099,2021-02-16 14:55:04 UTC,10115,Completed,220000,2
202252,2020-05-09 22:20:55 UTC,20980,Completed,2780000,2
201144,2020-01-17 10:01:16 UTC,20658,Completed,1340000,2
201907,2020-05-07 15:27:06 UTC,20770,Completed,1340000,2
203610,2020-09-11 21:40:46 UTC,20856,Completed,1340000,2
203626,2020-09-13 20:21:17 UTC,20883,Completed,1340000,2
203691,2020-09-23 11:40:20 UTC,20866,Completed,1340000,2
203719,2020-09-27 15:38:47 UTC,10563,Completed,1340000,2
307942,2020-11-20 13:38:31 UTC,20722,Cancelled,1340000,2
304985,2021-06-06 12:20:53 UTC,10605,Completed,1340000,2
305047,2021-06-16 16:50:35 UTC,20995,Completed,1340000,2
305048,2021-06-16 17:13:38 UTC,10685,Completed,1340000,2
305926,2021-07-21 20:01:47 UTC,20916,Completed,1340000,2
306097,2021-08-13 21:47:14 UTC,10564,Completed,1340000,2
307324,2021-10-11 21:57:34 UTC,10562,Completed,1340000,2
307462,2021-11-03 16:35:42 UTC,20965,Completed,1340000,2
201607,2020-03-14 08:42:27 UTC,10637,Completed,2460000,2
202188,2020-04-25 21:55:16 UTC,10655,Completed,2460000,2
303491,2021-03-27 07:25:43 UTC,20707,Completed,2460000,2
203343,2020-08-06 11:10:11 UTC,20868,Completed,1020000,2
203604,2020-09-11 13:10:26 UTC,20845,Completed,1020000,2
304876,2021-05-19 18:28:27 UTC,20843,Completed,1020000,2
304920,2021-05-27 18:20:05 UTC,10654,Completed,1020000,2
304962,2021-06-03 19:44:38 UTC,20960,Completed,1020000,2
305834,2021-07-10 16:20:24 UTC,20992,Completed,1020000,2
306267,2021-09-03 19:05:27 UTC,10616,Completed,1020000,2
307508,2021-11-10 15:24:58 UTC,20987,Completed,1020000,2
307601,2021-11-24 15:22:02 UTC,20949,Completed,1020000,2
307684,2021-12-11 16:35:15 UTC,10648,Completed,1020000,2
307745,2021-12-21 18:49:37 UTC,20851,Completed,1020000,2
202217,2020-05-01 22:38:40 UTC,20849,Completed,3580000,2
201388,2020-01-24 19:58:17 UTC,10680,Completed,3260000,2
201656,2020-03-23 08:03:29 UTC,10665,Completed,3260000,2
303633,2021-01-24 13:38:52 UTC,20970,Completed,3260000,2
203456,2020-08-21 13:57:53 UTC,20878,Completed,2940000,2
302747,2020-12-09 09:07:53 UTC,10572,Completed,2940000,2
302820,2020-12-16 12:35:03 UTC,20877,Completed,2940000,2
303763,2021-02-16 17:46:15 UTC,10609,Completed,2940000,2
202026,2020-06-24 22:17:29 UTC,20639,Completed,1500000,2
307965,2020-12-15 08:55:20 UTC,20672,Cancelled,1500000,2
303399,2021-03-02 13:46:29 UTC,10456,Completed,1500000,2
202546,2020-07-18 22:26:16 UTC,10184,Completed,60000,2
202550,2020-07-20 13:24:47 UTC,10226,Completed,60000,2
202625,2020-08-21 11:03:41 UTC,20510,Completed,60000,2
301082,2020-10-18 19:38:09 UTC,10357,Completed,60000,2
307872,2020-12-10 06:45:09 UTC,20343,Cancelled,60000,2
304037,2021-04-11 06:18:12 UTC,10329,Completed,60000,2
304232,2021-06-20 14:28:49 UTC,10181,Completed,60000,2
305135,2021-07-04 22:06:14 UTC,10197,Completed,60000,2
305254,2021-08-06 16:45:07 UTC,10072,Completed,60000,2
305378,2021-09-20 16:02:23 UTC,20089,Completed,60000,2
305395,2021-09-26 06:12:49 UTC,10010,Completed,60000,2
306495,2021-10-04 22:29:53 UTC,20142,Completed,60000,2
306531,2021-10-14 09:31:15 UTC,10189,Completed,60000,2
306580,2021-10-29 06:06:05 UTC,20038,Completed,60000,2
306583,2021-10-29 18:39:52 UTC,20115,Completed,60000,2
306615,2021-11-06 11:39:11 UTC,10079,Completed,60000,2
306664,2021-11-19 11:32:43 UTC,20243,Completed,60000,2
306781,2021-12-17 14:46:18 UTC,20350,Completed,60000,2
202445,2020-06-17 14:40:59 UTC,20909,Completed,2620000,2
303689,2021-02-04 09:04:34 UTC,10669,Completed,2620000,2
202144,2020-04-17 15:45:07 UTC,10601,Completed,2833000,2
202392,2020-06-07 16:02:53 UTC,10568,Completed,2833000,2
202794,2020-07-21 11:45:05 UTC,20550,Completed,625000,2
202958,2020-09-03 13:56:08 UTC,20702,Completed,625000,2
304265,2021-04-03 12:14:26 UTC,10488,Completed,625000,2
305408,2021-07-01 09:10:27 UTC,20562,Completed,625000,2
308329,2021-07-13 16:35:21 UTC,10493,Cancelled,625000,2
305650,2021-09-03 07:36:45 UTC,10540,Completed,625000,2
305726,2021-09-21 08:40:03 UTC,20662,Completed,625000,2
306865,2021-10-08 14:27:02 UTC,10499,Completed,625000,2
307154,2021-12-08 21:51:41 UTC,10453,Completed,625000,2
201262,2020-03-16 12:26:47 UTC,10472,Completed,1425000,2
201264,2020-03-17 08:02:44 UTC,20587,Completed,1425000,2
202243,2020-05-06 19:59:39 UTC,10614,Completed,2673000,2
302713,2020-12-05 18:22:34 UTC,20940,Completed,2673000,2
201621,2020-03-16 21:42:26 UTC,10673,Completed,2609000,2
202134,2020-04-15 19:57:41 UTC,20868,Completed,2615400,2
302580,2020-11-23 11:22:43 UTC,10672,Completed,2225000,2
303806,2021-02-23 10:48:37 UTC,20893,Completed,2950000,2
203267,2020-07-26 13:26:04 UTC,10596,Completed,1510000,2
203600,2020-09-10 21:49:41 UTC,20888,Completed,1510000,2
305077,2021-06-21 18:16:51 UTC,20978,Completed,1510000,2
305948,2021-07-25 10:15:46 UTC,20925,Completed,1510000,2
308389,2021-08-09 19:56:15 UTC,20874,Cancelled,1510000,2
307319,2021-10-11 13:45:22 UTC,10617,Completed,1510000,2
201020,2020-01-17 13:41:13 UTC,10109,Completed,70000,2
201080,2020-03-04 11:56:17 UTC,20502,Completed,70000,2
201719,2020-04-25 11:08:16 UTC,10091,Completed,70000,2
201805,2020-06-29 07:36:06 UTC,20053,Completed,70000,2
301077,2020-10-17 15:43:43 UTC,20433,Completed,70000,2
301190,2020-11-12 09:52:03 UTC,20276,Completed,70000,2
301204,2020-11-16 16:43:43 UTC,20191,Completed,70000,2
304043,2021-04-12 12:34:54 UTC,10162,Completed,70000,2
304231,2021-06-20 10:01:52 UTC,10344,Completed,70000,2
308459,2021-12-20 06:10:02 UTC,20377,Cancelled,70000,2
201359,2020-01-16 20:10:23 UTC,10688,Completed,2630000,2
201610,2020-03-15 11:58:48 UTC,20939,Completed,2630000,2
302547,2020-11-20 22:47:59 UTC,20850,Completed,2630000,2
201369,2020-01-19 17:47:58 UTC,20901,Completed,2566000,2
302240,2020-10-23 09:23:16 UTC,10662,Completed,2566000,2
308255,2021-04-21 17:15:40 UTC,20934,Cancelled,1190000,2
305833,2021-07-10 09:55:47 UTC,20864,Completed,1190000,2
305952,2021-07-25 17:43:20 UTC,10628,Completed,1190000,2
306037,2021-08-07 08:55:58 UTC,20875,Completed,1190000,2
307255,2021-10-01 11:31:26 UTC,20854,Completed,1190000,2
302318,2020-10-29 22:27:37 UTC,20928,Completed,2310000,2
308128,2021-01-24 21:49:26 UTC,20970,Cancelled,2310000,2
202713,2020-07-01 09:34:32 UTC,10453,Completed,870000,2
202783,2020-07-19 08:22:03 UTC,20736,Completed,870000,2
202793,2020-07-21 11:32:36 UTC,20810,Completed,870000,2
202894,2020-08-16 15:09:30 UTC,10490,Completed,870000,2
203032,2020-09-20 19:20:58 UTC,20567,Completed,870000,2
304319,2021-04-16 19:30:37 UTC,10530,Completed,870000,2
304571,2021-06-22 21:17:57 UTC,10441,Completed,870000,2
305461,2021-07-13 22:56:10 UTC,20779,Completed,870000,2
305630,2021-08-27 19:05:41 UTC,20544,Completed,870000,2
303782,2021-02-19 21:14:16 UTC,10582,Completed,3430000,2
201305,2020-01-04 20:08:57 UTC,20866,Completed,1990000,2
301016,2020-10-04 17:31:52 UTC,10042,Completed,550000,2
303013,2021-01-03 10:29:48 UTC,20148,Completed,550000,2
303028,2021-01-09 17:21:40 UTC,20472,Completed,550000,2
303789,2021-02-21 10:14:05 UTC,20893,Completed,1862000,2
303749,2021-02-14 22:32:39 UTC,20983,Completed,3110000,2
307857,2020-11-20 20:29:43 UTC,10053,Cancelled,230000,2
301226,2020-11-21 14:11:20 UTC,10061,Completed,230000,2
301277,2020-11-30 20:40:26 UTC,20258,Completed,230000,2
303991,2021-03-27 11:30:57 UTC,20882,Completed,4230000,2
302567,2020-11-22 15:09:40 UTC,20985,Completed,2790000,2
303526,2021-01-06 09:36:07 UTC,10691,Completed,2790000,2
201247,2020-03-10 15:52:08 UTC,20650,Completed,1350000,2
301860,2020-12-13 09:20:23 UTC,20696,Completed,1350000,2
303362,2021-02-20 06:21:45 UTC,20758,Completed,1350000,2
303405,2021-03-03 13:52:53 UTC,20663,Completed,1350000,2
303429,2021-03-12 07:31:11 UTC,20734,Completed,1350000,2
302743,2020-12-08 13:33:01 UTC,10624,Completed,2598000,2
303372,2021-02-21 22:04:52 UTC,10400,Completed,2470000,2
201577,2020-03-09 06:54:27 UTC,10643,Completed,2625400,2
203887,2020-08-13 21:41:27 UTC,20846,Cancelled,2625400,2
202282,2020-05-16 22:40:55 UTC,10611,Completed,2395000,2
302275,2020-10-26 07:28:16 UTC,10612,Completed,2395000,2
203777,2020-03-13 13:35:30 UTC,10628,Cancelled,2875000,2
302005,2020-10-02 16:20:47 UTC,20913,Completed,2555000,2
302187,2020-10-18 19:42:35 UTC,20947,Completed,2032000,2
304717,2021-04-23 06:05:22 UTC,20891,Completed,1840000,2
306456,2021-09-29 06:13:10 UTC,20859,Completed,1840000,2
201004,2020-01-04 06:37:23 UTC,10332,Completed,400000,2
201031,2020-01-25 10:46:57 UTC,20210,Completed,400000,2
201047,2020-02-06 07:47:55 UTC,20390,Completed,400000,2
201686,2020-04-03 10:44:32 UTC,10185,Completed,400000,2
201765,2020-06-01 18:38:33 UTC,20198,Completed,400000,2
301159,2020-11-04 17:31:22 UTC,10228,Completed,400000,2
307867,2020-12-07 13:26:55 UTC,20050,Cancelled,400000,2
301345,2020-12-17 16:58:33 UTC,20298,Completed,400000,2
301375,2020-12-24 14:44:27 UTC,10053,Completed,400000,2
308077,2021-03-18 20:15:51 UTC,20176,Cancelled,400000,2
203819,2020-05-24 16:48:55 UTC,10659,Cancelled,2960000,2
302125,2020-10-12 23:00:46 UTC,20868,Completed,2960000,2
201141,2020-01-15 17:17:48 UTC,10431,Completed,1520000,2
201193,2020-02-08 16:16:50 UTC,20608,Completed,1520000,2
201240,2020-03-06 06:15:29 UTC,10499,Completed,1520000,2
201812,2020-04-02 10:33:37 UTC,20705,Completed,1520000,2
201861,2020-04-23 15:41:46 UTC,10450,Completed,1520000,2
201921,2020-05-12 11:11:56 UTC,10422,Completed,1520000,2
201932,2020-05-15 20:42:40 UTC,20560,Completed,1520000,2
201987,2020-06-09 12:33:15 UTC,20557,Completed,1520000,2
203839,2020-07-21 16:36:18 UTC,20784,Cancelled,1520000,2
307894,2020-10-07 17:54:16 UTC,20682,Cancelled,1520000,2
307925,2020-11-08 06:44:50 UTC,20829,Cancelled,1520000,2
301798,2020-12-04 10:33:30 UTC,10551,Completed,1520000,2
301900,2020-12-17 19:49:07 UTC,20640,Completed,1520000,2
303277,2021-01-23 19:05:47 UTC,20554,Completed,1520000,2
306299,2021-09-07 17:07:01 UTC,20933,Completed,1520000,2
301256,2020-11-27 10:34:47 UTC,10036,Completed,80000,2
307876,2020-12-14 19:18:29 UTC,20457,Cancelled,80000,2
308161,2021-04-10 19:12:18 UTC,20054,Cancelled,80000,2
304057,2021-04-17 08:30:21 UTC,20345,Completed,80000,2
304243,2021-06-25 11:49:30 UTC,20033,Completed,80000,2
202246,2020-05-07 20:20:17 UTC,20909,Completed,2640000,2
202348,2020-05-28 20:38:45 UTC,10572,Completed,2640000,2
302316,2020-10-29 19:22:38 UTC,10646,Completed,2640000,2
303521,2021-01-05 20:38:09 UTC,10631,Completed,2640000,2
201864,2020-04-23 20:16:06 UTC,10379,Completed,1200000,2
203789,2020-05-01 09:57:16 UTC,20629,Cancelled,1200000,2
201941,2020-05-20 21:58:57 UTC,20798,Completed,1200000,2
203092,2020-07-03 18:51:18 UTC,10583,Completed,1200000,2
203106,2020-07-05 12:27:48 UTC,10593,Completed,1200000,2
203246,2020-07-24 12:06:22 UTC,10575,Completed,1200000,2
203313,2020-08-02 12:34:43 UTC,20889,Completed,1200000,2
203666,2020-09-19 21:12:24 UTC,20878,Completed,1200000,2
301583,2020-10-27 16:34:22 UTC,20618,Completed,1200000,2
301809,2020-12-05 22:20:00 UTC,20647,Completed,1200000,2
308087,2021-01-14 12:56:00 UTC,20621,Cancelled,1200000,2
308107,2021-03-01 20:12:33 UTC,20835,Cancelled,1200000,2
304290,2021-04-09 08:23:22 UTC,20783,Completed,1200000,2
304714,2021-04-22 12:59:52 UTC,10659,Completed,1200000,2
308268,2021-05-09 10:59:02 UTC,20914,Cancelled,1200000,2
304511,2021-06-07 12:11:28 UTC,10482,Completed,1200000,2
305026,2021-06-13 10:04:59 UTC,20957,Completed,1200000,2
305069,2021-06-19 20:15:08 UTC,20904,Completed,1200000,2
304592,2021-06-27 14:18:28 UTC,20723,Completed,1200000,2
305985,2021-08-01 11:04:37 UTC,20972,Completed,1200000,2
305621,2021-08-24 21:28:16 UTC,20837,Completed,1200000,2
306374,2021-09-18 06:42:31 UTC,10699,Completed,1200000,2
307482,2021-11-06 17:27:12 UTC,20851,Completed,1200000,2
201225,2020-02-26 17:23:38 UTC,20779,Completed,2320000,2
301571,2020-10-24 18:29:48 UTC,20808,Completed,2320000,2
302313,2020-10-29 14:09:21 UTC,20986,Completed,2320000,2
303941,2021-03-18 12:11:08 UTC,10622,Completed,2320000,2
302200,2020-10-19 22:33:45 UTC,20873,Completed,2000000,2
302738,2020-12-08 09:15:17 UTC,20952,Completed,3120000,2
308182,2021-05-30 13:38:40 UTC,10094,Cancelled,240000,2
201370,2020-01-20 08:53:56 UTC,20897,Completed,5680000,2
302350,2020-11-03 16:52:40 UTC,20959,Completed,2800000,2
203798,2020-05-27 17:26:10 UTC,20766,Cancelled,1360000,2
203084,2020-07-02 21:09:03 UTC,10584,Completed,1360000,2
203140,2020-07-10 20:45:02 UTC,20841,Completed,1360000,2
301665,2020-11-12 07:47:05 UTC,10391,Completed,1360000,2
304971,2021-06-04 17:28:44 UTC,20977,Completed,1360000,2
305882,2021-07-16 16:40:08 UTC,10610,Completed,1360000,2
306032,2021-08-06 20:04:50 UTC,20885,Completed,1360000,2
307350,2021-10-16 17:03:55 UTC,20956,Completed,1360000,2
307406,2021-10-24 17:40:21 UTC,20924,Completed,1360000,2
307760,2021-12-23 21:08:23 UTC,20845,Completed,1360000,2
202168,2020-04-22 09:53:24 UTC,20896,Completed,3920000,2
201525,2020-02-27 12:42:26 UTC,20936,Completed,2480000,2
201639,2020-03-20 07:05:27 UTC,10682,Completed,2480000,2
202313,2020-05-23 15:53:56 UTC,10691,Completed,2480000,2
202476,2020-06-25 06:11:08 UTC,20910,Completed,2480000,2
302039,2020-10-05 11:05:37 UTC,20946,Completed,2480000,2
203206,2020-07-20 07:33:37 UTC,20878,Completed,976000,2
203230,2020-07-23 09:16:27 UTC,10587,Completed,976000,2
203329,2020-08-03 22:07:15 UTC,20867,Completed,976000,2
304705,2021-04-20 15:29:52 UTC,20852,Completed,976000,2
308407,2021-09-16 22:04:37 UTC,10690,Cancelled,976000,2
307688,2021-12-11 22:48:18 UTC,20977,Completed,976000,2
307988,2020-10-10 20:12:54 UTC,20907,Cancelled,2160000,2
303426,2021-03-10 17:38:41 UTC,20630,Completed,2160000,2
202733,2020-07-04 22:59:08 UTC,20732,Completed,720000,2
202792,2020-07-21 07:53:55 UTC,20716,Completed,720000,2
202795,2020-07-21 14:19:53 UTC,20541,Completed,720000,2
202796,2020-07-21 14:46:15 UTC,20640,Completed,720000,2
202800,2020-07-21 22:58:56 UTC,20736,Completed,720000,2
202804,2020-07-23 08:56:15 UTC,10537,Completed,720000,2
202812,2020-07-25 13:10:31 UTC,10388,Completed,720000,2
202838,2020-08-03 17:30:48 UTC,20561,Completed,720000,2
202885,2020-08-14 07:22:51 UTC,20786,Completed,720000,2
202957,2020-09-02 15:30:22 UTC,20738,Completed,720000,2
202980,2020-09-10 06:13:55 UTC,10400,Completed,720000,2
202983,2020-09-10 14:53:34 UTC,20637,Completed,720000,2
203008,2020-09-15 11:24:56 UTC,20673,Completed,720000,2
203015,2020-09-16 17:21:39 UTC,10399,Completed,720000,2
203054,2020-09-25 09:46:39 UTC,20800,Completed,720000,2
304309,2021-04-14 16:57:12 UTC,20639,Completed,720000,2
304311,2021-04-15 11:59:39 UTC,10478,Completed,720000,2
304387,2021-05-05 06:33:50 UTC,10387,Completed,720000,2
304446,2021-05-18 14:04:34 UTC,10489,Completed,720000,2
304512,2021-06-07 12:27:42 UTC,20558,Completed,720000,2
304523,2021-06-09 16:37:50 UTC,20789,Completed,720000,2
304555,2021-06-17 18:51:18 UTC,10438,Completed,720000,2
305455,2021-07-13 07:03:42 UTC,10557,Completed,720000,2
305525,2021-08-02 13:21:35 UTC,20781,Completed,720000,2
305546,2021-08-06 13:43:12 UTC,10538,Completed,720000,2
305556,2021-08-09 06:51:35 UTC,10523,Completed,720000,2
305558,2021-08-09 18:18:14 UTC,10483,Completed,720000,2
305587,2021-08-14 18:35:50 UTC,10498,Completed,720000,2
308351,2021-08-18 13:47:42 UTC,10521,Cancelled,720000,2
308361,2021-09-05 10:08:05 UTC,20819,Cancelled,720000,2
308469,2021-10-08 20:53:08 UTC,20822,Cancelled,720000,2
306888,2021-10-13 14:39:22 UTC,20752,Completed,720000,2
308483,2021-10-24 18:57:39 UTC,10401,Cancelled,720000,2
306961,2021-10-27 14:57:45 UTC,20779,Completed,720000,2
308493,2021-11-11 06:05:52 UTC,20668,Cancelled,720000,2
307080,2021-11-21 16:21:06 UTC,20834,Completed,720000,2
307101,2021-11-25 06:50:15 UTC,20692,Completed,720000,2
308510,2021-11-29 19:53:26 UTC,10432,Cancelled,720000,2
307170,2021-12-12 21:03:03 UTC,20620,Completed,720000,2
307187,2021-12-17 14:24:16 UTC,10551,Completed,720000,2
307247,2021-12-29 11:32:18 UTC,20781,Completed,720000,2
201597,2020-03-11 22:28:32 UTC,20866,Completed,2635400,2
302585,2020-11-23 19:17:01 UTC,20936,Completed,3045000,2
201137,2020-01-14 06:44:56 UTC,10445,Completed,1285000,2
303494,2021-03-27 13:36:11 UTC,10399,Completed,1285000,2
203889,2020-08-17 13:00:47 UTC,10562,Cancelled,3333000,2
302059,2020-10-07 07:41:49 UTC,20926,Completed,3333000,2
202090,2020-04-08 22:09:34 UTC,20899,Completed,2426000,2
201512,2020-02-25 13:59:59 UTC,10601,Completed,2170000,2
202786,2020-07-20 07:28:19 UTC,10529,Completed,730000,2
202866,2020-08-10 22:51:57 UTC,10445,Completed,730000,2
202891,2020-08-16 12:23:44 UTC,20672,Completed,730000,2
304448,2021-05-18 16:34:25 UTC,20738,Completed,730000,2
304514,2021-06-07 18:39:11 UTC,20610,Completed,730000,2
304556,2021-06-17 22:51:12 UTC,20611,Completed,730000,2
304586,2021-06-25 07:52:31 UTC,20757,Completed,730000,2
308471,2021-10-12 06:23:25 UTC,10549,Cancelled,730000,2
308474,2021-10-14 13:25:12 UTC,10382,Cancelled,730000,2
308480,2021-10-19 14:08:10 UTC,20773,Cancelled,730000,2
307041,2021-11-14 20:25:50 UTC,20577,Completed,730000,2
308517,2021-12-05 22:09:02 UTC,10445,Cancelled,730000,2
302166,2020-10-16 13:54:52 UTC,20978,Completed,2042000,2
202210,2020-04-30 17:55:22 UTC,10613,Completed,4730000,2
302634,2020-11-28 16:44:56 UTC,20901,Completed,3290000,2
303924,2021-03-13 13:56:56 UTC,20958,Completed,3290000,2
202161,2020-04-20 12:05:57 UTC,20967,Completed,1850000,2
201902,2020-05-05 13:00:52 UTC,10395,Completed,1850000,2
202155,2020-04-18 21:47:12 UTC,10598,Completed,4410000,2
201585,2020-03-10 14:05:58 UTC,10665,Completed,2970000,2
201171,2020-02-01 20:28:50 UTC,10523,Completed,1530000,2
201948,2020-05-24 11:45:46 UTC,20823,Completed,1530000,2
203859,2020-09-15 16:20:43 UTC,10424,Cancelled,1530000,2
303291,2021-02-01 12:19:15 UTC,20562,Completed,1530000,2
303327,2021-02-11 06:59:43 UTC,10429,Completed,1530000,2
301095,2020-10-22 07:54:00 UTC,20312,Completed,90000,2
307845,2020-11-10 18:10:38 UTC,20187,Cancelled,90000,2
303020,2021-01-07 19:56:04 UTC,20505,Completed,90000,2
303106,2021-02-18 14:06:53 UTC,20208,Completed,90000,2
304010,2021-04-02 17:11:39 UTC,10187,Completed,90000,2
304209,2021-06-11 07:07:36 UTC,20021,Completed,90000,2
201581,2020-03-09 20:15:09 UTC,10678,Completed,2650000,2
201651,2020-03-22 09:54:36 UTC,20890,Completed,2650000,2
302676,2020-12-02 18:33:32 UTC,10679,Completed,2650000,2
201286,2020-03-28 07:59:31 UTC,10450,Completed,1210000,2
201819,2020-04-04 16:36:28 UTC,10388,Completed,1210000,2
201834,2020-04-10 06:24:43 UTC,20545,Completed,1210000,2
201851,2020-04-17 22:57:45 UTC,20818,Completed,1210000,2
307974,2020-12-20 20:33:49 UTC,10548,Cancelled,1210000,2
303556,2021-01-11 08:20:05 UTC,20848,Completed,2330000,2
201428,2020-02-06 12:28:45 UTC,20882,Completed,4826000,2
202373,2020-06-04 11:55:14 UTC,10646,Completed,3450000,2
302901,2020-12-22 10:53:24 UTC,20966,Completed,3450000,2
302811,2020-12-15 22:22:27 UTC,10693,Completed,2010000,2
201584,2020-03-10 13:04:56 UTC,10664,Completed,3194000,2
302555,2020-11-21 13:02:45 UTC,10699,Completed,1818000,2
201527,2020-02-27 14:30:51 UTC,10664,Completed,1690000,2
308031,2020-12-07 14:38:12 UTC,20951,Cancelled,1626000,2
202549,2020-07-20 11:35:40 UTC,10195,Completed,250000,2
202711,2020-09-30 16:25:34 UTC,20186,Completed,250000,2
301372,2020-12-23 14:49:07 UTC,20502,Completed,250000,2
303022,2021-01-08 08:33:40 UTC,10175,Completed,250000,2
303062,2021-01-23 18:17:43 UTC,20516,Completed,250000,2
303209,2021-03-26 11:30:54 UTC,20240,Completed,250000,2
304038,2021-04-11 08:19:10 UTC,20237,Completed,250000,2
304100,2021-05-02 17:39:05 UTC,10005,Completed,250000,2
304111,2021-05-06 19:38:03 UTC,10130,Completed,250000,2
308170,2021-05-15 12:59:24 UTC,20504,Cancelled,250000,2
305286,2021-08-19 17:56:51 UTC,20082,Completed,250000,2
308319,2021-09-19 11:08:14 UTC,10113,Cancelled,250000,2
306568,2021-10-25 19:47:53 UTC,20534,Completed,250000,2
306645,2021-11-15 07:09:35 UTC,10109,Completed,250000,2
306649,2021-11-15 21:28:54 UTC,10074,Completed,250000,2
306731,2021-12-07 08:11:06 UTC,20295,Completed,250000,2
306798,2021-12-22 14:35:53 UTC,20500,Completed,250000,2
307996,2020-10-16 18:41:40 UTC,20860,Cancelled,2810000,2
302712,2020-12-05 17:31:03 UTC,10608,Completed,2810000,2
201153,2020-01-20 16:02:29 UTC,20637,Completed,1370000,2
203788,2020-04-28 13:01:49 UTC,10452,Cancelled,1370000,2
201882,2020-04-28 21:41:15 UTC,20806,Completed,1370000,2
301553,2020-10-22 07:55:04 UTC,20685,Completed,1370000,2
301594,2020-10-29 12:25:44 UTC,10544,Completed,1370000,2
301647,2020-11-08 21:58:33 UTC,20610,Completed,1370000,2
301801,2020-12-04 16:01:46 UTC,20641,Completed,1370000,2
303289,2021-01-28 09:19:05 UTC,10425,Completed,1370000,2
303485,2021-03-25 16:30:06 UTC,10471,Completed,1370000,2
302848,2020-12-18 22:25:42 UTC,20898,Completed,3930000,2
201476,2020-02-16 16:32:14 UTC,10695,Completed,2490000,2
202420,2020-06-12 12:35:48 UTC,10590,Completed,2490000,2
203867,2020-07-10 21:01:44 UTC,20842,Cancelled,2490000,2
301050,2020-10-11 14:39:00 UTC,10240,Completed,335000,2
303032,2021-01-10 22:22:43 UTC,20331,Completed,335000,2
202629,2020-08-23 15:11:57 UTC,10179,Completed,15000,2
